Life expectancy ,Adult Mortality,Alcohol, BMI ,Total expenditure, HIV/AIDS,GDP,Income composition of resources,Schooling
69,221,0.01,24.8,3.21,1.3,944.134851,0.466,7.2
66,223,0.01,24.2,4.21,1.3,697.7451989,0.461,7.2
64,224,0.01,23.6,4.7,1.3,62.547286,0.451,6.7
63,226,0.01,22.9,4.53,1.3,528.586613,0.447,6.6
62,228,0.02,22.3,5.31,1.2,46.9542322,0.446,6.5
61,229,0.01,21.7,4.34,1.2,464.229758,0.444,6.5
60,23,0.03,21.1,5.26,1.1,477.476124,0.443,6.4
74.6,146,,33.3,,0.1,9252.11724,0.779,15.2
74.2,148,0.01,32.8,4.81,0.1,1153.93822,0.769,14.7
74.1,147,0.01,32.3,4.82,0.1,9637.265,0.765,14.7
73.9,154,0.01,31.8,4.76,0.1,9291.227619,0.756,14.3
73.6,158,3.03,31.3,5.2,0.1,9197.26972,0.748,14.1
73.3,163,2.95,3.7,5.29,0.2,8.376432,0.74,14
72.8,166,2.83,3.2,4.97,0.1,7318.12641,0.734,13.8
72.7,166,2.49,29.7,4.6,0.1,83.635,0.728,13.6
72.9,161,3.24,29.1,4.24,0.1,6574.654338,0.72,13.5
71.8,165,3.73,28.6,4.38,0.1,5695.969327,0.713,13.4
72.1,168,3.94,28,4.47,0.1,5116.45424,0.704,13
71.9,168,4.16,27.5,4.29,0.1,5229.876738,0.696,12.8
71.5,174,4.08,26.9,4.15,0.1,4623.347642,0.687,12.6
71.5,179,4.14,26.4,4.24,0.1,3957.51296,0.683,12.5
71.5,177,4.38,25.8,3.87,0.1,3792.182152,0.673,12.2
71,177,4.6,25.3,3.78,0.1,3861.32414,0.667,12.1
76.7,122,,63.5,,0.1,9143.128494,0.758,13.3
76.6,122,5.26,62.8,6.3,0.1,1452.27766,0.754,13.1
76.6,12,5.23,62.1,6.3,0.1,1298.86766,0.753,12.9
76.3,123,5.29,61.5,6.21,0.1,982.532572,0.748,12.7
76.1,124,5.3,6.8,6.4,0.1,9834.472689,0.745,12.6
75.6,127,5.21,6.1,6.39,0.1,8959.581416,0.739,12.5
75.7,13,5.27,59.4,6.6,0.1,7748.12331,0.738,12.5
75.6,127,5.36,58.7,6.6,0.1,9689.52887,0.735,12.3
76,123,5.35,57.9,5.92,0.1,933.341687,0.731,12.3
75.8,125,5.11,57.2,5.83,0.1,8767.92258,0.723,12.2
75.3,126,4.93,56.4,6.4,0.1,7986.798439,0.719,12.2
75.4,124,4.9,55.7,6.11,0.1,7199.59665,0.714,12.1
75,127,4.88,54.9,6.2,0.1,6751.998987,0.708,11.9
75,127,4.77,54.1,5.52,0.1,716.8219,0.703,11.6
75,126,4.86,53.2,5.35,0.1,731.378864,0.7,11.6
74.8,129,4.99,52.4,4.98,0.1,672.92113,0.694,11.4
69.4,166,,69.4,,0.1,,0.637,11.7
69.4,164,1.58,68.7,13.71,0.1,,0.639,11.7
69.2,166,1.67,68.1,13.38,0.1,,0.641,11.7
69,168,2.98,67.5,12.77,0.1,,0.64,11.7
68.9,169,1.89,67,13.76,0.1,,0.638,11.7
68.7,171,1.76,66.4,13.83,0.1,,0.633,11.5
68.5,172,2.06,65.8,13.44,0.1,,0.629,11.4
68.4,174,1.97,65.2,12.94,0.1,,0.628,11.2
68.2,175,1.64,64.7,11.99,0.1,,0.625,11
68,176,1.73,64.1,11.92,0.1,,0.622,10.9
67.9,178,1.9,63.6,12.11,0.1,,0.617,10.7
67.7,179,2.02,63.2,1.64,0.1,,0.616,10.5
67.5,18,3.15,62.8,9.69,0.1,,0.612,10.4
66.2,21,2.78,62.4,8.2,0.1,,0.608,10.2
67.2,183,2.82,62,8.58,0.1,,0.604,10.1
67,185,2.23,61.5,7.88,0.1,,0,0
,,0.01,,4.3,0.1,,,
68.8,222,,52.7,,0.1,3944.1839,0.733,14.8
68.4,225,0.01,51.5,4.73,0.1,4181.583321,0.729,14.8
68.1,227,0.01,5.4,4.21,0.1,4385.379355,0.72,14.7
67.8,231,0.01,49.2,4.22,0.1,4368.82248,0.712,14.7
67.3,235,0.01,48,4.45,0.1,3769.595255,0.701,14.6
66.3,25,5.8,46.9,4.7,0.1,265.353659,0.693,14.3
66.9,235,4.61,45.9,5.29,0.1,1717.898761,0.686,13.8
67.4,225,4.26,44.9,5.58,0.1,2139.625631,0.673,13.4
65.9,26,3.79,43.9,5.6,0.1,1634.81431,0.661,13
65,271,2.91,43,4.68,0.1,1334.651896,0.649,12.7
64.5,274,2.75,42.1,5.9,0.1,998.8226671,0.637,11.8
64,284,1.75,41.3,5.99,0.1,797.8377432,0.621,11.2
64,271,1.31,4.5,6.18,0.1,646.561295,0.609,10.5
63.8,263,2.43,39.8,5.81,0.1,571.51883,0.599,10.1
63.2,266,2.87,39.1,5.45,0.1,524.145924,0.588,9.4
62.8,274,2.79,38.5,4.92,0.1,474.2133361,0.582,8.9
76.1,16,,61.8,,0.1,6461.192554,0.804,15.1
75.9,17,0.01,61.3,6.42,0.1,7378.345289,0.803,15.1
75.8,19,0.01,6.7,6.43,0.1,7186.429787,0.799,15.1
75.6,11,0.01,6.2,7.25,0.1,6586.71929,0.797,15.1
75.4,113,6.56,59.7,6.92,0.1,7318.742449,0.792,15.1
75.3,115,6.56,59.1,6.9,0.1,6682.281158,0.787,15
75,117,6.45,58.5,6.7,0.1,6698.79439,0.785,14.6
74.6,121,6.17,57.8,6.13,0.1,7325.73474,0.774,14.2
74.2,125,4.98,57.2,6.74,0.1,5957.145693,0.762,13.6
73.8,13,5.38,56.5,8.1,0.1,4383.59597,0.751,13.2
73.6,133,,55.7,8.46,0.1,3674.617924,0.746,12.8
73.5,134,0.01,55,8.45,0.1,338.199535,0.74,12.6
73.5,134,0.01,54.2,8.91,0.1,2789.1735,0,0
73.4,136,0.01,53.5,8.33,0.1,216.243274,0,0
73.3,136,0.01,52.7,8.23,0.1,199.583957,0,0
73,144,0.01,51.9,7.32,0.1,1627.42893,0,0
74.3,95,,58.5,,0.1,2847.285569,0.645,12.1
74.1,96,0.43,57.5,5.91,0.1,3154.513484,0.64,12.1
73.9,97,0.45,56.5,5.94,0.1,3111.762887,0.634,12.1
73.6,99,0.55,55.5,6.15,0.1,294.746728,0.623,11.6
73.3,14,0.54,54.6,5.99,0.1,339.91616,0.612,11.2
72.8,11,0.56,53.6,5.86,0.1,2834.2472,0.603,10.7
72.3,116,0.62,52.7,5.67,0.1,2861.5545,0.596,10.5
71.8,123,0.51,51.7,5.41,0.1,2884.94776,0.589,10.3
71.4,128,0.56,5.8,5.48,0.1,2494.353552,0.581,10
71,133,0.58,49.9,5.23,0.1,2191.478567,0.575,10
77,137,0.47,49.1,5.6,0.1,213.755559,0.569,9.8
72,142,0.56,48.2,5.22,0.1,1948.812275,0.561,9.6
69.9,146,0.58,47.3,5.25,0.1,1721.973863,0.551,9.3
69.5,15,0.46,46.5,5.31,0.1,1413.757176,0.54,8.8
69,155,0.46,45.7,4.44,0.1,1336.775376,0.53,8.5
68.6,16,0.45,44.8,4.18,0.1,1332.382358,0.519,8
57.6,355,,22.6,,3.9,528.3125597,0.414,9.1
56.7,375,0.01,22.2,6.98,4.1,623.2871141,0.409,9.1
55.3,46,1.16,21.8,5.9,5.1,65.985681,0.405,9.1
54.8,48,1.19,21.3,5.58,6.9,566.513873,0.4,9.2
54.3,47,0.94,2.9,6.23,9.6,526.5313517,0.397,9.5
54,47,0.96,2.5,5.38,10.8,419.2258149,0.39,9.3
53.8,4,1.18,2.1,5.43,11.3,463.852618,0.382,9.2
53.2,45,1.48,19.7,4.91,12.6,53.127719,0.372,8.8
52.1,425,1.03,19.3,5.25,14.1,422.1461573,0.36,8.2
51.2,434,1.2,18.9,6.51,16.3,385.7567141,0.353,7.9
58,434,1.23,18.5,6.87,16.2,369.1545359,0.341,7.3
54,429,1.54,18.1,5.91,15.9,336.3318145,0.332,7
51,424,1.68,17.7,6.39,15.3,283.8911588,0.318,6.7
49.8,416,2.16,17.3,6.45,14.5,262.884551,0.311,6.2
49.5,48,2.09,16.9,5.64,13.4,256.4414872,0.298,5.8
49,43,1.14,16.5,6.16,12.2,277.6486591,0.291,5.4
66.6,199,,23.8,,0.3,1194.59137,0.552,9.1
66.4,21,0.01,22.9,2.28,0.3,1262.893782,0.547,9.1
66.2,22,0.7,22.1,2.16,0.4,1168.83947,0.54,9.1
65.9,25,0.55,21.3,2.22,0.5,1171.58257,0.533,9.1
65.6,27,0.33,2.5,1.87,0.5,1186.423937,0.526,9.1
65.4,29,0.3,19.8,1.92,0.5,987.7365832,0.515,8.8
65.2,211,0.28,19.1,2.5,0.6,741.777116,0.504,8.5
59.2,296,0.3,18.3,1.87,0.6,643.951373,0.493,8.2
64.5,217,0.26,17.6,1.68,0.6,41.451,0.484,8.1
64.2,22,0.28,17,1.78,0.6,296.97284,0.474,8
63.9,224,0.28,16.4,1.83,0.5,247.24276,0.465,7.9
63.5,228,0.44,15.7,1.97,0.5,219.8156688,0.455,7.8
63.2,231,0.4,15.2,1.97,0.5,219.782326,0.445,7.7
62.8,235,0.41,14.6,2.5,0.4,143.77651,0.435,7.6
62.5,239,0.38,14.1,1.8,0.4,138.9249275,0.427,7.6
62.1,243,0.35,13.6,1.84,0.4,193.187484,0.417,7.5
65.8,248,,35.7,,2.1,4737.66996,0.637,11.7
65.9,242,0.01,34.9,8.93,2.2,5421.343953,0.632,11.7
66.1,232,0.01,34.1,8.53,2.5,5488.131712,0.625,11.6
65.8,232,0.01,33.3,8.24,3.7,5749.44752,0.619,11.5
64.3,268,7.84,32.5,8.78,4.7,56.971392,0.612,11.5
63,299,7.58,31.8,7.89,6.2,5191.58381,0.604,11.4
62.4,36,7.99,31,8.5,8.7,4153.497885,0.598,11.4
61.7,317,6.28,3.2,7.15,11.7,429.6561,0.589,11.3
60,356,5.12,29.4,6.99,15.2,422.51968,0.578,11.3
57,431,4.94,28.7,7.2,19.2,3881.29535,0.57,11.4
55.1,477,4.89,27.9,7.32,22.1,3573.146387,0.565,11.6
54.7,483,4.8,27.2,6.47,24,3288.257373,0.559,11.7
55,471,5.28,26.5,6.52,24.7,2482.36862,0.554,11.7
55.7,452,5.09,25.8,6.17,24.6,1713.47594,0.556,11.8
56.5,426,5.09,25.1,6.18,23.9,1834.29486,0.556,11.7
57.4,41,5.73,24.5,6.11,22.8,257.99557,0.559,11.5
,,0.01,87.3,4.65,0.1,136.18321,,9.6
69.2,165,,19.1,,0.1,743.7653489,0.555,12.2
69.6,158,0.01,18.5,5.8,0.1,76.2386977,0.551,12.4
69.3,162,0.27,18,5.69,0.1,688.6172788,0.545,12.3
68.9,167,0.26,17.4,5.89,0.2,681.7925868,0.538,12.3
68.4,172,0.27,16.9,6.73,0.2,692.1166842,0.529,12
68,178,0.24,16.4,6.43,0.2,592.1835216,0.515,11.1
67.5,183,0.22,15.9,6.41,0.2,48.7299,0.502,10.5
67,189,0.21,15.4,6.44,0.2,473.844449,0.492,10.1
66.6,194,0.2,14.9,5.84,0.2,393.8843518,0.486,10
66,21,0.2,14.4,5.7,0.2,348.6314534,0.476,9.6
65.4,28,0.2,13.9,5.72,0.2,317.89198,0.469,9.4
64.7,218,0.21,13.4,5.82,0.2,287.4156,0.463,9.3
64.3,22,0.2,12.9,5.48,0.1,253.72412,0.457,9.2
63.1,238,0.19,12.4,5.6,0.1,246.375621,0.447,8.6
63.2,23,0.09,11.9,5.36,0.1,248.6183539,0.446,9
62.5,238,0.08,11.4,5.43,0.1,231.42554,0.439,8.9
81.9,57,,62.1,,0.1,44292.88473,0.923,18.1
81.7,58,0.01,61.6,1.9,0.1,52157.4687,0.923,18.1
81.4,6,8.68,61,11.4,0.1,51574.48942,0.922,18.1
81.1,62,9.05,6.5,11.1,0.1,49474.7561,0.921,18.1
81.1,63,8.96,59.9,1.53,0.1,5354.6536,0.911,17.2
88,64,9.33,59.3,1.48,0.1,5338.25483,0.906,17
86,65,9.23,58.6,1.29,0.1,519.349,0.906,16.9
83,68,9.62,57.9,9.57,0.1,56928.8248,0.905,16.8
82,68,9.53,57.3,9.36,0.1,51241.31562,0.899,16.6
79.8,71,9.79,56.5,9.36,0.1,44453.97119,0.893,16.5
79.4,72,9.69,55.8,9.6,0.1,41577.169,0.888,16.4
79.2,77,9.56,55,8.52,0.1,39954.64222,0.885,16.5
78.7,8,9.56,54.2,8.46,0.1,35245.1647,0.881,16.5
78.4,81,9.68,53.4,8.34,0.1,28817.32321,0.882,16.9
78.3,82,9.95,52.6,7.79,0.1,26584.12169,0.878,16.7
78.1,84,10.06,51.8,7.42,0.1,25921.12794,0.873,16.5
81.6,66,8.7,67.5,,0.1,3821.8937,0.913,19.2
81.5,67,9.07,66.9,11.3,0.1,4453.24673,0.91,19.2
81.3,69,9.18,66.4,11.17,0.1,42889.88141,0.908,19.3
81.1,7,9.2,65.9,11.53,0.1,3997.25624,0.904,19.5
86,72,9.47,65.3,11.24,0.1,38426.5581,0.901,19.7
89,71,9.62,64.8,11.2,0.1,33691.34837,0.899,20.3
85,73,9.24,64.3,11.21,0.1,282.94193,0.895,19.3
81,75,9.49,63.8,1.7,0.1,31287.77865,0.894,19.5
81,76,9.19,63.2,8.35,0.1,3259.73471,0.891,19.2
79.9,76,9.34,62.6,8.65,0.1,2667.86452,0.888,19.1
79.9,78,9.31,62.1,8.25,0.1,2775.89515,0.886,18.9
79.2,79,9.15,61.5,7.89,0.1,2542.39935,0.884,18.4
79.1,82,8.91,6.9,7.71,0.1,21913.7817,0.881,18.2
78.7,83,9.13,6.3,7.89,0.1,16874.31232,0.873,17.5
78.5,83,8.75,59.6,7.58,0.1,13882.85683,0.868,17.4
78.6,87,8.91,58.9,7.47,0.1,13641.1272,0.864,17.2
74.8,145,,54,,0.1,295.966488,0.642,11.7
74.5,148,3.55,53.2,9.4,0.1,1975.46477,0.636,11.6
73.9,157,3.58,52.4,8.43,0.1,1847.19849,0.63,11.5
73.9,157,3.63,51.7,8.4,0.1,1792.3845,0.625,11.5
74.5,147,3.39,5.9,6.39,0.1,1682.957924,0.62,11.5
73.2,154,3.38,5.2,6.58,0.1,1526.497938,0.614,11.4
73.2,163,3.36,49.4,6.82,0.2,1464.497754,0.613,11.3
72.5,169,3.64,48.6,6.98,0.2,1518.85386,0.607,11.1
72.5,173,3.83,47.9,6.91,0.2,1344.31871,0.601,11
73,17,3.69,47.1,6.33,0.3,124.992617,0.597,11
71.2,194,3.7,46.4,6.11,0.3,1175.116225,0.592,11
71,194,3.81,45.7,6.13,0.3,191.55157,0.587,11
76,198,3.77,44.9,6.12,0.3,115.565314,0.583,11
75,197,3.5,44.2,5.71,0.4,11.147277,0.577,10.7
73,193,3.51,43.5,5.26,0.4,143.6758,0.57,10.4
73,192,3.61,42.8,5.39,0.4,116.2743,0.562,10.1
61.8,22,,19.3,,0.4,358.99731,0.351,5.4
61.4,223,0.01,18.9,5.82,0.5,43.646498,0.345,5.3
69,227,0.01,18.5,5.9,0.6,416.14838,0.341,5.3
63,232,0.01,18.1,6.11,0.7,391.515524,0.331,5.1
59.4,241,0.15,17.7,6.66,0.7,375.5819866,0.323,4.8
58.2,252,0.12,17.3,6.36,0.9,348.151511,0.312,4.5
57.1,263,0.11,16.9,6.98,1.1,341.2894618,0.307,4.2
56,272,0.12,16.5,6.76,1.3,354.8185998,0.298,4
55.2,276,0.1,16.1,6.94,1.4,292.55962,0.293,3.8
54.5,277,0.11,15.7,7.39,1.5,258.463873,0.286,3.7
53.7,278,0.11,15.4,7.15,1.6,25.383731,0.278,3.5
52.9,279,0.11,15,6.61,1.6,232.5661574,0.27,3.1
52.1,28,0.1,14.6,6.23,1.6,215.8548,0.266,3
51.4,282,0.1,14.3,6.55,1.6,177.828384,0.261,2.9
56,283,0.11,13.9,7.1,1.6,165.257247,0.255,2.9
50,284,0.1,13.6,6.1,1.5,158.455972,0.253,2.8
54.5,344,,25.4,,3.7,2655.157977,0.525,10
53.6,362,0.01,24.7,3.67,3.9,3221.678128,0.521,10
53.2,367,8.3,24.1,3.7,3.9,2996.96432,0.514,9.8
52.7,374,8.54,23.5,3.3,4.4,2755.297787,0.507,9.7
52.3,375,8.75,22.8,3.69,4.7,2527.9423,0.5,9.6
52,374,8.9,22.2,3.47,4.8,2327.3267,0.492,9.5
51.6,376,9.05,21.6,4.24,4.9,197.661422,0.487,9.3
59,386,9.3,21,4,5,1383.893354,0.481,9.2
55,388,9.55,2.4,4.47,5.2,1136.829645,0.477,9.1
49.8,396,9.66,19.9,3.66,5.3,119.743286,0.466,9
49.2,4,9.71,19.3,4.11,5.4,87.8938738,0.463,8.9
48.5,47,9.76,18.8,4.33,5.4,648.815852,0.445,8.5
48.1,41,9.75,18.3,4.5,5.4,512.65719,0,8.1
47.7,49,9.61,17.8,2.43,5.3,459.4572117,0,7.7
47.4,48,9.58,17.3,3.25,5.1,351.7996666,0,8
47.1,45,9.23,16.9,2.84,4.9,379.1193264,0,7.6
,,0.01,77.3,7.2,0.1,,,
81.8,59,5.97,61.2,,0.1,7455.24654,0.948,17.7
81.6,61,6.06,6.8,9.72,0.1,975.49856,0.945,17.7
81.5,62,6.21,6.3,9.39,0.1,1291.435,0.942,17.5
81.3,61,6.21,59.8,9.16,0.1,11563.727,0.941,17.6
81.1,67,6.53,59.4,9.14,0.1,1574.9861,0.939,17.6
81,66,6.59,58.9,9.26,0.1,87646.75346,0.936,17.4
89,67,6.68,58.5,9.49,0.1,817.77681,0.936,17.4
86,67,6.75,58,8.4,0.1,9688.5961,0.936,17.6
85,67,6.6,57.5,8.58,0.1,85128.65759,0.934,17.6
84,7,6.47,57,8.43,0.1,74114.69715,0.931,17.5
81,73,6.37,56.5,8.89,0.1,66775.3944,0.929,17.6
79.8,77,6.22,55.9,9.44,0.1,5757.26916,0.924,17.5
79.4,78,6.04,55.3,9.85,0.1,5111.65445,0.918,17.1
78.9,81,5.89,54.6,9.62,0.1,4361.1538,0.916,17.1
78.8,82,5.49,54,8.65,0.1,38549.58934,0.917,17.5
78.5,85,5.67,53.3,8.27,0.1,38146.71539,0.911,17.1
76.6,99,,54.6,,0.1,16627.36433,0.795,13.7
76.4,11,0.4,53.5,3.55,0.1,2458.45226,0.796,13.7
76.2,12,0.46,52.8,2.76,0.1,21268.7564,0.796,13.7
76,14,0.51,52.3,2.52,0.1,22134.916,0.797,13.7
75.8,15,0.54,52,2.49,0.1,2986.36,0.797,13.6
75.6,16,0.56,51.8,2.74,0.1,1928.74739,0.797,13.5
75.4,18,0.56,51.5,2.83,0.1,16784.34616,0.782,12.4
75.2,19,0.57,51.1,2.1,0.1,2275.3536,0.765,11.9
74.9,113,0.57,5.6,2.43,0.1,1585.13226,0.753,11.5
74.7,115,0.58,5.1,2.31,0.1,1448.55,0.748,11.6
74.3,118,0.63,49.5,2.59,0.1,12376.97936,0.742,11.5
74,122,0.61,48.9,2.98,0.1,1129.28886,0.734,11.5
73.6,127,0.56,48.1,3.17,0.1,969.8126,0.725,11.2
73.3,13,0.54,47.3,3.18,0.1,8629.11774,0.716,11
72.9,134,0.55,46.5,3.8,0.1,8476.61511,0.705,10.7
72.6,138,0.38,45.9,3.7,0.1,861.18596,0,10.4
66.4,161,,25.4,,0.1,1431.244865,0.548,8.1
66.2,162,0.01,24.7,2.61,0.1,1316.98966,0.542,7.8
66,163,0.04,23.9,2.7,0.1,1272.44161,0.538,7.7
65.7,165,0.04,23.2,2.76,0.1,1261.28967,0.529,7.6
65.5,167,0.04,22.5,3.1,0.1,1226.215314,0.525,7.5
65.1,172,0.04,21.9,3.2,0.1,14.142268,0.521,7.5
64.8,175,0.03,21.3,2.94,0.1,16.63999,0.514,7.3
64.6,177,0.03,2.6,3.26,0.1,139.31288,0.513,7.3
64.4,178,0.03,2.1,3.35,0.1,95.4327931,0.505,6.7
64.2,179,0.03,19.5,3.4,0.1,873.772727,0.501,6.5
62.9,2,0.04,18.9,2.91,0.1,711.4699463,0.487,6.1
63.7,183,0.01,18.4,2.56,0.1,649.848233,0.474,5.6
63.5,185,0.01,17.9,2.61,0.1,563.594342,0.465,5.6
63.2,187,0.01,17.4,2.76,0.1,499.8633,0.457,5.5
63,189,0.01,16.9,2.61,0.1,51.6568157,0.45,5.4
62.8,19,0.02,16.4,2.79,0.1,533.8624114,0.445,5.3
,,,83.3,9.27,0.1,1932.12237,0.779,14.2
77.8,118,,57.8,,0.1,13134.4367,0.785,13
77.6,119,6.74,57.1,8.3,0.1,12593.7374,0.78,13
77.5,118,6.89,56.3,8.9,0.1,11685.97983,0.773,12.9
77.2,12,6.95,55.6,7.25,0.1,1589.82713,0.765,12.8
77.3,121,6.9,54.9,7.5,0.1,927.723171,0.758,12.9
76.5,122,6.94,54.2,8.5,0.1,7937.259931,0.756,12.8
76.8,127,6.87,53.4,7.56,0.1,7429.628274,0.755,12.8
76.5,127,6.74,52.7,6.75,0.1,6973.9284,0.75,12.8
76.4,124,6.16,51.9,6.31,0.2,668.8667,0.743,12.9
76.2,125,5.72,51.1,7,0.1,5348.518399,0.744,12.9
75.8,122,5.53,5.3,7.48,0.1,4916.54886,0.74,12.9
75.8,123,5.69,49.5,8.9,0.2,4591.892776,0.733,12.8
75.5,126,5.52,48.6,7.6,0.1,4267.13578,0.728,12.8
75.7,125,5.52,47.8,8.3,0.2,4126.14671,0.725,12.6
75.5,124,5.43,46.9,7.72,0.1,446.372833,0.721,12.4
75.7,121,5.58,45.9,7.76,0.2,46.29935,0.716,12.1
62.9,275,,48.6,,0.6,,0.515,10
62.7,278,0.01,47.9,4.26,0.7,2182.716565,0.511,10
62.4,281,0.01,47.2,4.78,0.8,229.95364,0.506,10
62.2,284,0.01,46.4,4.55,1,271.318741,0.501,9.9
62,285,0.88,45.7,4.94,1,177.867119,0.494,9.9
61.8,286,0.79,44.9,4.18,1.1,1366.879112,0.485,9.6
61.6,288,0.82,44.2,4.36,1.1,1166.66337,0.477,9.2
61.4,29,0.81,43.4,4.6,1.3,1178.72469,0.469,8.9
61.1,295,0.71,42.7,4.4,1.4,956.668952,0.461,8.6
68,299,0.64,41.9,5.92,1.5,854.346921,0.454,8.2
64,37,0.84,41.1,6.42,1.5,77.5773486,0.446,7.9
59.9,314,0.58,4.4,8.39,1.5,637.3616215,0.439,7.6
59.6,321,0.59,39.6,6.79,1.4,588.3582595,0.433,7.2
59.3,327,0.61,38.9,7.69,1.4,511.665773,0.428,6.9
59.1,331,0.68,38.2,6.68,1.3,539.41528,0.422,6.6
58.9,335,0.73,37.5,3.98,1.1,631.9468526,0.418,6.2
74,146,,5.2,,0.2,419.367724,0.692,12.3
73.9,147,0.01,49.4,9.81,0.2,4712.822736,0.688,12.3
73.8,148,5.03,48.6,1.49,0.2,4479.95858,0.679,12.3
73.6,148,5.36,47.9,1.33,0.1,3855.537735,0.679,12.3
73.4,15,5.79,47.1,9.42,0.1,3988.11894,0.675,12.3
73.2,152,5.65,46.4,9.1,0.1,3225.591754,0.664,12.4
73,155,5.39,45.6,9.14,0.1,2599.596259,0.663,12.1
72.7,157,6.14,44.9,7.6,0.1,359.992184,0.654,11.9
72.5,159,5.61,44.2,6.41,0.1,2312.192926,0.649,12
72.3,161,5.61,43.5,6.43,0.2,189.71539,0.648,12.1
72.1,163,6.38,42.8,6.7,0.2,157.145691,0.646,12.3
71.9,165,6.2,42,5.78,0.2,148.527976,0.639,12.1
71.7,166,6.64,41.3,5.99,0.1,1174.779347,0.642,12.7
71.5,168,5.66,4.6,6.77,0.1,1148.229882,0.632,12.2
71.2,17,6.66,39.8,7.61,0.1,1417.26582,0.624,11.8
79,172,6.78,39.1,8.1,0.1,1545.626423,0.625,11.6
75.5,123,,55.6,,0.1,63.343259,0.737,13.4
75.3,125,0.01,54.9,5.47,0.1,6491.5245,0.735,13.4
75.3,125,5.38,54.2,5.23,0.1,6583.116248,0.731,13.4
74.9,129,5.14,53.6,5.18,0.1,6387.785281,0.725,13.4
74.5,133,4.83,52.9,4.93,0.2,5771.565878,0.721,13.4
73.7,14,4.72,52.2,5.3,0.2,522.493191,0.708,13.3
73.8,14,4.69,51.5,5.36,0.3,4166.93387,0.706,13.3
73.9,138,4.85,5.8,4.73,0.3,428.87811,0.7,13.2
74,133,4.29,5.2,4.6,0.3,3611.2147,0.696,13.2
74.2,134,4.22,49.5,4.47,0.4,3171.49856,0.693,13
72.8,148,4.44,48.8,4.72,0.4,2754.7829,0.692,13
72.2,151,4.27,48.1,4.56,0.4,2448.143899,0.685,12.8
72.1,152,4.5,47.4,4.6,0.4,218.25997,0.686,13.3
72.6,144,4.03,46.7,4.94,0.4,259.192958,0.686,13.9
72.4,142,4.22,46.1,4.98,0.5,1981.243653,0.677,13.4
71.4,154,4.59,45.4,4.83,0.5,1996.719689,0.674,13.5
68.5,211,,25.4,,0.1,2878.33837,0.679,11.7
68.4,214,4.52,24.8,4.71,0.1,2842.938353,0.676,11.7
68.1,219,4.61,24.3,4.56,0.1,276.289146,0.671,11.7
68.1,217,5.02,23.7,4.46,0.1,2581.818554,0.666,11.6
68,218,4.96,23.1,4.29,0.1,2352.518156,0.669,11.5
67.9,218,4.85,22.6,4.37,0.1,2129.499242,0.662,11.4
68,219,4.42,22.1,4.41,0.1,1825.341521,0.661,11.7
67.5,217,4.21,21.6,4.5,0.1,1919.466195,0.655,11.5
67.5,216,4.19,21.1,3.94,0.1,1672.685433,0.648,11.4
67.3,219,4.08,2.6,3.95,0.1,1391.772325,0.646,11.5
67,223,4.22,2.1,3.91,0.1,1194.697155,0.642,11.6
67.3,218,4.45,19.6,3.23,0.1,179.3715,0.636,11.6
67.2,217,4.44,19.2,3.25,0.1,11.553196,0.631,11.6
66.8,221,4.42,18.7,2.79,0.1,1.68135,0.625,11.4
66.8,221,4.54,18.3,3,0.1,957.287441,0.622,11.4
66.8,219,4.73,17.8,3.21,0.1,138.91977,0.618,11.4
77.5,117,,61.7,,0.1,12565.9876,0.852,16.4
77.3,12,10.71,61.1,6.35,0.1,14341.675,0.85,16.4
77.1,12,11.63,6.4,6.4,0.1,1378.54911,0.838,15.4
76.8,125,10.81,59.7,6.62,0.1,13145.1484,0.834,15.3
76.7,128,10.93,59.1,6.7,0.1,13893.18768,0.829,15.4
76.3,13,10.59,58.4,6.88,0.1,12599.52486,0.822,15.1
75.7,136,10.7,57.8,7.12,0.1,11527.59323,0.818,15.1
75.5,14,11.4,57.2,6.88,0.1,141.44688,0.813,15
75.3,144,10.9,56.6,6.28,0.1,1126.31852,0.808,15
75.2,144,10.4,56,6.17,0.1,94.7726,0.803,15
75,144,9.5,55.5,6.2,0.1,821.251569,0.797,14.8
74.9,143,9.19,55,6.19,0.1,6681.178818,0.8,15.5
74.7,142,9.06,54.5,6.22,0.1,5693.52416,0.796,15.3
74.5,145,8.02,54,6.32,0.1,5196.932921,0.79,15
74.2,149,7.74,53.6,5.86,0.1,4981.198619,0.784,14.7
73.7,153,8.4,53.1,5.5,0.1,4492.72764,0.777,14.6
81.1,76,,61.6,,0.1,1922.681,0.841,16.6
89,78,9.88,6.9,9.5,0.1,2277.53613,0.837,16.8
86,79,10,6.2,9.55,0.1,21618.73534,0.827,16.3
83,81,11.96,59.5,9.74,0.1,2577.4264,0.824,16.3
82,85,11.92,58.8,1.7,0.1,23196.18375,0.818,16.2
79.6,88,12.25,58.1,1.44,0.1,22538.6548,0.812,16
79.3,9,12.03,57.3,1.42,0.1,2363.97161,0.809,16
79,92,12.35,56.5,9.9,0.1,24815.6884,0.804,15.8
78.7,94,12.57,55.7,9.62,0.1,2278.5845,0.797,15.4
78.5,96,13.11,54.9,9.67,0.1,19821.44463,0.793,15.4
77.7,11,13.33,54.1,9.98,0.1,18784.9485,0.79,15.4
78,99,13.45,53.3,9.84,0.1,1845.5881,0.792,15.9
